ID,DJID,QRCode,MusicConfig
31,86,QR31,"{'MusicPlaylist': [{'MusicName': 'Against might.', 'Visible': False, 'Votes': 44, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Idea.', 'Visible': False, 'Votes': 38, 'VotersIDs': ['38', '1'], 'IsUserRecommentaion': False, 'RecommenderID': '78'}, {'MusicName': 'Others education.', 'Visible': False, 'Votes': 32, 'VotersIDs': ['8', '78', '61', '89', '81'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Fact option.', 'Visible': False, 'Votes': 27, 'VotersIDs': ['77', '39'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Expect.', 'Visible': False, 'Votes': 15, 'VotersIDs': ['77', '29', '67', '29', '31'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Hotel fill.', 'Visible': False, 'Votes': 15, 'VotersIDs': ['26', '55', '65'], 'IsUserRecommentaion': False, 'RecommenderID': ''}], 'EnableUserRecommendation': True}"
32,75,QR32,"{'MusicPlaylist': [{'MusicName': 'Trade.', 'Visible': False, 'Votes': 22, 'VotersIDs': ['90', '30', '68'], 'IsUserRecommentaion': False, 'RecommenderID': '37'}, {'MusicName': 'Friend.', 'Visible': True, 'Votes': 35, 'VotersIDs': ['17', '68', '39', '69', '20'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Bill will.', 'Visible': True, 'Votes': 17, 'VotersIDs': ['95', '96', '52', '5', '54'], 'IsUserRecommentaion': True, 'RecommenderID': '22'}, {'MusicName': 'Clear information.', 'Visible': True, 'Votes': 14, 'VotersIDs': ['33', '16', '20', '78'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Loss something.', 'Visible': True, 'Votes': 8, 'VotersIDs': ['7', '60', '3'], 'IsUserRecommentaion': False, 'RecommenderID': '8'}], 'EnableUserRecommendation': False}"
33,26,QR33,"{'MusicPlaylist': [{'MusicName': 'Professor material.', 'Visible': False, 'Votes': 27, 'VotersIDs': ['49', '70', '18'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'City group.', 'Visible': False, 'Votes': 45, 'VotersIDs': ['67', '36', '85'], 'IsUserRecommentaion': True, 'RecommenderID': '41'}, {'MusicName': 'Wish be.', 'Visible': True, 'Votes': 27, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': '63'}, {'MusicName': 'Economic crime.', 'Visible': True, 'Votes': 3, 'VotersIDs': ['63'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Wait design.', 'Visible': True, 'Votes': 33, 'VotersIDs': ['18', '2'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Current.', 'Visible': False, 'Votes': 1, 'VotersIDs': ['42', '26', '6', '98', '38'], 'IsUserRecommentaion': False, 'RecommenderID': ''}], 'EnableUserRecommendation': False}"
34,57,QR34,"{'MusicPlaylist': [{'MusicName': 'Picture raise.', 'Visible': False, 'Votes': 1, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Mind hard.', 'Visible': False, 'Votes': 34, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': '61'}, {'MusicName': 'Despite.', 'Visible': True, 'Votes': 32, 'VotersIDs': ['35', '19', '22'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Reveal eye.', 'Visible': False, 'Votes': 39, 'VotersIDs': ['78', '52', '78', '44'], 'IsUserRecommentaion': True, 'RecommenderID': '87'}, {'MusicName': 'Save answer.', 'Visible': False, 'Votes': 46, 'VotersIDs': ['4', '78', '45', '55', '24'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'American.', 'Visible': False, 'Votes': 0, 'VotersIDs': ['56', '91', '87', '16'], 'IsUserRecommentaion': True, 'RecommenderID': ''}], 'EnableUserRecommendation': False}"
35,70,QR35,"{'MusicPlaylist': [{'MusicName': 'Decide kid.', 'Visible': True, 'Votes': 5, 'VotersIDs': ['86'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Situation own.', 'Visible': True, 'Votes': 7, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Thing.', 'Visible': True, 'Votes': 39, 'VotersIDs': ['48', '60'], 'IsUserRecommentaion': False, 'RecommenderID': '96'}, {'MusicName': 'Body save.', 'Visible': True, 'Votes': 29, 'VotersIDs': ['41', '31', '54', '99', '14'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Course hold.', 'Visible': False, 'Votes': 5, 'VotersIDs': ['65', '23', '7', '23'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Design animal.', 'Visible': False, 'Votes': 33, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': '25'}, {'MusicName': 'Republican each.', 'Visible': True, 'Votes': 8, 'VotersIDs': ['39', '18', '23', '11'], 'IsUserRecommentaion': True, 'RecommenderID': '15'}], 'EnableUserRecommendation': True}"
36,16,QR36,"{'MusicPlaylist': [{'MusicName': 'Success.', 'Visible': False, 'Votes': 48, 'VotersIDs': ['47', '24', '91', '73', '31'], 'IsUserRecommentaion': False, 'RecommenderID': '55'}, {'MusicName': 'Religious.', 'Visible': True, 'Votes': 4, 'VotersIDs': ['33', '24', '12', '50', '26'], 'IsUserRecommentaion': True, 'RecommenderID': '13'}, {'MusicName': 'Room.', 'Visible': False, 'Votes': 19, 'VotersIDs': ['42', '66', '42', '27', '92'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Cup manage.', 'Visible': True, 'Votes': 19, 'VotersIDs': ['53', '88', '85', '31', '48'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Discover across.', 'Visible': True, 'Votes': 14, 'VotersIDs': ['2', '67', '40', '42'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Memory.', 'Visible': False, 'Votes': 14, 'VotersIDs': ['47', '47'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'International.', 'Visible': True, 'Votes': 39, 'VotersIDs': ['21'], 'IsUserRecommentaion': False, 'RecommenderID': '74'}], 'EnableUserRecommendation': False}"
37,74,QR37,"{'MusicPlaylist': [{'MusicName': 'Act.', 'Visible': True, 'Votes': 46, 'VotersIDs': ['63'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Campaign.', 'Visible': False, 'Votes': 31, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': '77'}, {'MusicName': 'Wait.', 'Visible': True, 'Votes': 39, 'VotersIDs': ['47', '87', '7', '87', '58'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Threat.', 'Visible': False, 'Votes': 50, 'VotersIDs': ['3', '11', '73'], 'IsUserRecommentaion': True, 'RecommenderID': '97'}, {'MusicName': 'Word through.', 'Visible': True, 'Votes': 34, 'VotersIDs': ['74', '48', '49'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Police.', 'Visible': True, 'Votes': 5, 'VotersIDs': ['43', '22', '37'], 'IsUserRecommentaion': False, 'RecommenderID': '29'}, {'MusicName': 'With.', 'Visible': False, 'Votes': 9, 'VotersIDs': ['55', '4'], 'IsUserRecommentaion': False, 'RecommenderID': '97'}], 'EnableUserRecommendation': True}"
38,14,QR38,"{'MusicPlaylist': [{'MusicName': 'Physical.', 'Visible': True, 'Votes': 34, 'VotersIDs': ['76'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Party throughout.', 'Visible': False, 'Votes': 23, 'VotersIDs': ['97'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'What picture.', 'Visible': False, 'Votes': 7, 'VotersIDs': ['4', '58'], 'IsUserRecommentaion': True, 'RecommenderID': ''}], 'EnableUserRecommendation': True}"
39,99,QR39,"{'MusicPlaylist': [{'MusicName': 'Man market.', 'Visible': False, 'Votes': 45, 'VotersIDs': ['71', '99'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Government.', 'Visible': True, 'Votes': 2, 'VotersIDs': ['92', '67'], 'IsUserRecommentaion': False, 'RecommenderID': '46'}, {'MusicName': 'Past eye.', 'Visible': False, 'Votes': 48, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': '21'}], 'EnableUserRecommendation': False}"
40,14,QR40,"{'MusicPlaylist': [{'MusicName': 'Even.', 'Visible': False, 'Votes': 20, 'VotersIDs': ['14', '24', '65', '51', '64'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Door nor.', 'Visible': True, 'Votes': 9, 'VotersIDs': ['76', '16', '45'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Ground.', 'Visible': False, 'Votes': 5, 'VotersIDs': ['44', '2', '12', '26', '47'], 'IsUserRecommentaion': False, 'RecommenderID': '40'}], 'EnableUserRecommendation': True}"
41,29,QR41,"{'MusicPlaylist': [{'MusicName': 'Way.', 'Visible': True, 'Votes': 0, 'VotersIDs': ['14', '26', '86', '9'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Hope either.', 'Visible': False, 'Votes': 13, 'VotersIDs': ['68', '14', '70', '57', '13'], 'IsUserRecommentaion': False, 'RecommenderID': '68'}, {'MusicName': 'Begin short.', 'Visible': True, 'Votes': 7, 'VotersIDs': ['30', '53', '87', '53', '60'], 'IsUserRecommentaion': True, 'RecommenderID': '83'}, {'MusicName': 'Nearly improve.', 'Visible': False, 'Votes': 8, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': '66'}, {'MusicName': 'Development.', 'Visible': True, 'Votes': 46, 'VotersIDs': ['44', '97', '15', '85', '53'], 'IsUserRecommentaion': False, 'RecommenderID': '59'}, {'MusicName': 'According.', 'Visible': True, 'Votes': 43, 'VotersIDs': ['51'], 'IsUserRecommentaion': True, 'RecommenderID': ''}], 'EnableUserRecommendation': False}"
42,26,QR42,"{'MusicPlaylist': [{'MusicName': 'Their.', 'Visible': False, 'Votes': 37, 'VotersIDs': ['45', '17', '59', '64'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Think bed.', 'Visible': True, 'Votes': 35, 'VotersIDs': ['67', '70'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Out.', 'Visible': False, 'Votes': 17, 'VotersIDs': ['9'], 'IsUserRecommentaion': False, 'RecommenderID': '74'}, {'MusicName': 'From rock.', 'Visible': True, 'Votes': 46, 'VotersIDs': ['10', '27'], 'IsUserRecommentaion': False, 'RecommenderID': '49'}], 'EnableUserRecommendation': False}"
43,68,QR43,"{'MusicPlaylist': [{'MusicName': 'Phone.', 'Visible': False, 'Votes': 28, 'VotersIDs': ['12'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'A.', 'Visible': False, 'Votes': 4, 'VotersIDs': ['90', '17', '33'], 'IsUserRecommentaion': False, 'RecommenderID': '95'}, {'MusicName': 'Plant.', 'Visible': True, 'Votes': 20, 'VotersIDs': ['32', '52', '66', '53', '88'], 'IsUserRecommentaion': True, 'RecommenderID': '61'}, {'MusicName': 'Along.', 'Visible': False, 'Votes': 44, 'VotersIDs': ['49', '90', '72', '86', '29'], 'IsUserRecommentaion': True, 'RecommenderID': ''}], 'EnableUserRecommendation': False}"
44,80,QR44,"{'MusicPlaylist': [{'MusicName': 'Ago.', 'Visible': True, 'Votes': 41, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Interesting.', 'Visible': True, 'Votes': 31, 'VotersIDs': ['26', '89', '40', '63'], 'IsUserRecommentaion': True, 'RecommenderID': '1'}, {'MusicName': 'Fund soon.', 'Visible': False, 'Votes': 12, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': '30'}, {'MusicName': 'Seek.', 'Visible': True, 'Votes': 0, 'VotersIDs': ['11', '26', '40', '63', '65'], 'IsUserRecommentaion': True, 'RecommenderID': ''}], 'EnableUserRecommendation': False}"
45,7,QR45,"{'MusicPlaylist': [{'MusicName': 'Pressure way.', 'Visible': False, 'Votes': 10, 'VotersIDs': ['28', '6', '1'], 'IsUserRecommentaion': False, 'RecommenderID': '9'}, {'MusicName': 'Medical.', 'Visible': True, 'Votes': 47, 'VotersIDs': ['20', '26', '19', '36', '37'], 'IsUserRecommentaion': True, 'RecommenderID': '23'}, {'MusicName': 'Stay financial.', 'Visible': False, 'Votes': 41, 'VotersIDs': ['32', '84', '89'], 'IsUserRecommentaion': False, 'RecommenderID': '71'}, {'MusicName': 'Theory onto.', 'Visible': True, 'Votes': 7, 'VotersIDs': ['49', '53', '86'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Past performance.', 'Visible': False, 'Votes': 18, 'VotersIDs': ['29', '26', '73', '74', '39'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Attorney kid.', 'Visible': False, 'Votes': 29, 'VotersIDs': ['60', '81', '16', '56', '34'], 'IsUserRecommentaion': True, 'RecommenderID': '35'}, {'MusicName': 'Amount.', 'Visible': False, 'Votes': 8, 'VotersIDs': ['1', '40', '39', '68', '94'], 'IsUserRecommentaion': True, 'RecommenderID': ''}], 'EnableUserRecommendation': True}"
46,10,QR46,"{'MusicPlaylist': [{'MusicName': 'Onto small.', 'Visible': True, 'Votes': 35, 'VotersIDs': ['47', '52', '14', '76'], 'IsUserRecommentaion': True, 'RecommenderID': '73'}, {'MusicName': 'Front.', 'Visible': True, 'Votes': 24, 'VotersIDs': ['26', '85'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'End investment.', 'Visible': False, 'Votes': 8, 'VotersIDs': ['11'], 'IsUserRecommentaion': False, 'RecommenderID': '69'}, {'MusicName': 'Teach offer.', 'Visible': True, 'Votes': 48, 'VotersIDs': ['32', '71', '17', '13', '14'], 'IsUserRecommentaion': False, 'RecommenderID': '46'}, {'MusicName': 'More during.', 'Visible': True, 'Votes': 48, 'VotersIDs': ['9', '79', '100', '93'], 'IsUserRecommentaion': False, 'RecommenderID': '31'}, {'MusicName': 'Attorney race.', 'Visible': False, 'Votes': 13, 'VotersIDs': ['67', '40', '73', '20'], 'IsUserRecommentaion': True, 'RecommenderID': '65'}], 'EnableUserRecommendation': True}"
47,92,QR47,"{'MusicPlaylist': [{'MusicName': 'Reveal rich.', 'Visible': False, 'Votes': 28, 'VotersIDs': ['22', '43', '96', '39', '79'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Kind.', 'Visible': False, 'Votes': 48, 'VotersIDs': ['18'], 'IsUserRecommentaion': True, 'RecommenderID': '24'}, {'MusicName': 'Include three.', 'Visible': True, 'Votes': 41, 'VotersIDs': ['98', '23', '3', '29', '93'], 'IsUserRecommentaion': False, 'RecommenderID': '73'}], 'EnableUserRecommendation': False}"
48,50,QR48,"{'MusicPlaylist': [{'MusicName': 'Manager.', 'Visible': False, 'Votes': 22, 'VotersIDs': ['93', '63', '35'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Hear line.', 'Visible': True, 'Votes': 39, 'VotersIDs': ['86', '33'], 'IsUserRecommentaion': True, 'RecommenderID': '71'}, {'MusicName': 'Until.', 'Visible': False, 'Votes': 38, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Professional.', 'Visible': False, 'Votes': 44, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': '10'}, {'MusicName': 'Try.', 'Visible': True, 'Votes': 40, 'VotersIDs': ['89', '38'], 'IsUserRecommentaion': True, 'RecommenderID': '71'}, {'MusicName': 'Not.', 'Visible': False, 'Votes': 0, 'VotersIDs': ['8', '9', '99', '68', '29'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Road generation.', 'Visible': False, 'Votes': 28, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': '53'}], 'EnableUserRecommendation': False}"
49,59,QR49,"{'MusicPlaylist': [{'MusicName': 'Small difference.', 'Visible': False, 'Votes': 41, 'VotersIDs': ['5', '99', '43'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'School.', 'Visible': True, 'Votes': 22, 'VotersIDs': ['86', '69', '22', '50'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Ability.', 'Visible': True, 'Votes': 47, 'VotersIDs': ['29'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Parent.', 'Visible': False, 'Votes': 0, 'VotersIDs': ['37', '39'], 'IsUserRecommentaion': False, 'RecommenderID': '85'}], 'EnableUserRecommendation': True}"
50,30,QR50,"{'MusicPlaylist': [{'MusicName': 'Whom.', 'Visible': True, 'Votes': 2, 'VotersIDs': ['4', '66', '96'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Natural.', 'Visible': True, 'Votes': 41, 'VotersIDs': ['5', '44', '8', '22', '6'], 'IsUserRecommentaion': False, 'RecommenderID': '42'}, {'MusicName': 'Piece.', 'Visible': True, 'Votes': 25, 'VotersIDs': ['9', '95'], 'IsUserRecommentaion': False, 'RecommenderID': ''}], 'EnableUserRecommendation': False}"
51,23,QR51,"{'MusicPlaylist': [{'MusicName': 'Agency.', 'Visible': True, 'Votes': 18, 'VotersIDs': ['16'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Industry team.', 'Visible': False, 'Votes': 17, 'VotersIDs': ['20', '24', '38', '88'], 'IsUserRecommentaion': False, 'RecommenderID': '98'}, {'MusicName': 'Gas meeting.', 'Visible': False, 'Votes': 29, 'VotersIDs': ['34'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Avoid.', 'Visible': True, 'Votes': 49, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': '71'}, {'MusicName': 'Simply.', 'Visible': False, 'Votes': 17, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': '21'}, {'MusicName': 'Arm side.', 'Visible': False, 'Votes': 12, 'VotersIDs': ['58', '78'], 'IsUserRecommentaion': True, 'RecommenderID': ''}], 'EnableUserRecommendation': True}"
52,37,QR52,"{'MusicPlaylist': [{'MusicName': 'Yeah baby.', 'Visible': False, 'Votes': 43, 'VotersIDs': ['49', '57'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Field benefit.', 'Visible': False, 'Votes': 6, 'VotersIDs': ['87', '75'], 'IsUserRecommentaion': False, 'RecommenderID': '89'}, {'MusicName': 'Agreement.', 'Visible': True, 'Votes': 1, 'VotersIDs': ['42'], 'IsUserRecommentaion': True, 'RecommenderID': '93'}], 'EnableUserRecommendation': True}"
53,4,QR53,"{'MusicPlaylist': [{'MusicName': 'Military.', 'Visible': False, 'Votes': 34, 'VotersIDs': ['53', '81', '77', '83'], 'IsUserRecommentaion': False, 'RecommenderID': '81'}, {'MusicName': 'Whom.', 'Visible': True, 'Votes': 4, 'VotersIDs': ['16', '82'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Heart appear.', 'Visible': False, 'Votes': 10, 'VotersIDs': ['80', '60'], 'IsUserRecommentaion': False, 'RecommenderID': '95'}, {'MusicName': 'Film.', 'Visible': False, 'Votes': 38, 'VotersIDs': ['31', '54', '26', '96', '50'], 'IsUserRecommentaion': True, 'RecommenderID': '97'}, {'MusicName': 'Represent it.', 'Visible': False, 'Votes': 34, 'VotersIDs': ['29', '88', '71', '5'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Enter position.', 'Visible': False, 'Votes': 18, 'VotersIDs': ['49', '50', '68'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Once PM.', 'Visible': False, 'Votes': 34, 'VotersIDs': ['19', '100', '97'], 'IsUserRecommentaion': False, 'RecommenderID': ''}], 'EnableUserRecommendation': True}"
54,34,QR54,"{'MusicPlaylist': [{'MusicName': 'Become.', 'Visible': False, 'Votes': 13, 'VotersIDs': ['67', '13', '41', '99', '37'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Design of.', 'Visible': False, 'Votes': 2, 'VotersIDs': ['17', '46', '92'], 'IsUserRecommentaion': True, 'RecommenderID': '33'}, {'MusicName': 'Keep international.', 'Visible': False, 'Votes': 44, 'VotersIDs': ['75', '27', '51'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Rich alone.', 'Visible': False, 'Votes': 43, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Food should.', 'Visible': True, 'Votes': 33, 'VotersIDs': ['43'], 'IsUserRecommentaion': True, 'RecommenderID': '85'}, {'MusicName': 'Step.', 'Visible': True, 'Votes': 48, 'VotersIDs': ['88', '98', '71'], 'IsUserRecommentaion': False, 'RecommenderID': '16'}], 'EnableUserRecommendation': False}"
55,94,QR55,"{'MusicPlaylist': [{'MusicName': 'Majority.', 'Visible': True, 'Votes': 20, 'VotersIDs': ['3', '43', '9', '25', '5'], 'IsUserRecommentaion': True, 'RecommenderID': '70'}, {'MusicName': 'South.', 'Visible': False, 'Votes': 8, 'VotersIDs': ['80', '10'], 'IsUserRecommentaion': True, 'RecommenderID': '10'}, {'MusicName': 'Door.', 'Visible': False, 'Votes': 46, 'VotersIDs': ['80'], 'IsUserRecommentaion': False, 'RecommenderID': '48'}], 'EnableUserRecommendation': True}"
56,90,QR56,"{'MusicPlaylist': [{'MusicName': 'Me.', 'Visible': False, 'Votes': 18, 'VotersIDs': ['46', '88', '98', '58'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Student.', 'Visible': False, 'Votes': 9, 'VotersIDs': ['85', '14', '13', '80'], 'IsUserRecommentaion': True, 'RecommenderID': '75'}, {'MusicName': 'Dream.', 'Visible': False, 'Votes': 30, 'VotersIDs': ['41', '23', '99', '8'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Hear lay.', 'Visible': True, 'Votes': 23, 'VotersIDs': ['85', '59', '44', '7', '36'], 'IsUserRecommentaion': True, 'RecommenderID': ''}], 'EnableUserRecommendation': False}"
57,41,QR57,"{'MusicPlaylist': [{'MusicName': 'Else something.', 'Visible': False, 'Votes': 3, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': '64'}, {'MusicName': 'Safe office.', 'Visible': False, 'Votes': 26, 'VotersIDs': ['38', '40'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Maintain our.', 'Visible': False, 'Votes': 30, 'VotersIDs': ['91', '14', '30', '46'], 'IsUserRecommentaion': True, 'RecommenderID': '89'}, {'MusicName': 'Design.', 'Visible': True, 'Votes': 22, 'VotersIDs': ['19', '14', '68'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Always might.', 'Visible': True, 'Votes': 21, 'VotersIDs': ['11', '21', '38'], 'IsUserRecommentaion': False, 'RecommenderID': ''}], 'EnableUserRecommendation': True}"
58,13,QR58,"{'MusicPlaylist': [{'MusicName': 'Option.', 'Visible': True, 'Votes': 6, 'VotersIDs': ['6', '6', '7', '13'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Smile stuff.', 'Visible': True, 'Votes': 33, 'VotersIDs': ['76', '71', '46', '23'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Deal.', 'Visible': False, 'Votes': 40, 'VotersIDs': ['99'], 'IsUserRecommentaion': False, 'RecommenderID': ''}], 'EnableUserRecommendation': False}"
59,29,QR59,"{'MusicPlaylist': [{'MusicName': 'Main.', 'Visible': False, 'Votes': 44, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Can.', 'Visible': False, 'Votes': 40, 'VotersIDs': ['73'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Site.', 'Visible': True, 'Votes': 32, 'VotersIDs': ['26', '52', '7'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Really serve.', 'Visible': False, 'Votes': 30, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Option hotel.', 'Visible': False, 'Votes': 21, 'VotersIDs': ['60', '90', '78', '91'], 'IsUserRecommentaion': True, 'RecommenderID': '67'}, {'MusicName': 'Finally.', 'Visible': True, 'Votes': 36, 'VotersIDs': ['62'], 'IsUserRecommentaion': True, 'RecommenderID': '84'}], 'EnableUserRecommendation': True}"
60,44,QR60,"{'MusicPlaylist': [{'MusicName': 'Game they.', 'Visible': True, 'Votes': 34, 'VotersIDs': ['92'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Yourself issue.', 'Visible': False, 'Votes': 36, 'VotersIDs': ['34', '25'], 'IsUserRecommentaion': False, 'RecommenderID': '22'}, {'MusicName': 'Throw.', 'Visible': False, 'Votes': 18, 'VotersIDs': ['85'], 'IsUserRecommentaion': True, 'RecommenderID': ''}], 'EnableUserRecommendation': True}"
61,24,QR61,"{'MusicPlaylist': [{'MusicName': 'Administration before.', 'Visible': False, 'Votes': 33, 'VotersIDs': ['56', '72', '28', '22', '42'], 'IsUserRecommentaion': True, 'RecommenderID': '19'}, {'MusicName': 'World.', 'Visible': True, 'Votes': 3, 'VotersIDs': ['62'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'No probably.', 'Visible': True, 'Votes': 36, 'VotersIDs': ['72', '20', '58', '59'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Military carry.', 'Visible': True, 'Votes': 16, 'VotersIDs': ['88'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Measure sort.', 'Visible': False, 'Votes': 38, 'VotersIDs': ['29', '36', '100'], 'IsUserRecommentaion': False, 'RecommenderID': '71'}, {'MusicName': 'Prevent beyond.', 'Visible': False, 'Votes': 50, 'VotersIDs': ['97', '93', '39', '34', '44'], 'IsUserRecommentaion': False, 'RecommenderID': '33'}, {'MusicName': 'Recognize for.', 'Visible': True, 'Votes': 10, 'VotersIDs': ['86', '40', '4'], 'IsUserRecommentaion': True, 'RecommenderID': '27'}], 'EnableUserRecommendation': True}"
62,97,QR62,"{'MusicPlaylist': [{'MusicName': 'Major dream.', 'Visible': False, 'Votes': 27, 'VotersIDs': ['74', '95', '70', '90'], 'IsUserRecommentaion': True, 'RecommenderID': '96'}, {'MusicName': 'Local.', 'Visible': False, 'Votes': 45, 'VotersIDs': ['89', '48'], 'IsUserRecommentaion': False, 'RecommenderID': '90'}, {'MusicName': 'How stand.', 'Visible': True, 'Votes': 10, 'VotersIDs': ['54', '98'], 'IsUserRecommentaion': False, 'RecommenderID': '21'}, {'MusicName': 'Agency.', 'Visible': True, 'Votes': 9, 'VotersIDs': ['5', '87', '78'], 'IsUserRecommentaion': False, 'RecommenderID': '85'}, {'MusicName': 'Heart wife.', 'Visible': True, 'Votes': 48, 'VotersIDs': ['86', '21', '88'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Operation conference.', 'Visible': True, 'Votes': 36, 'VotersIDs': ['100', '69', '30', '7'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Performance power.', 'Visible': True, 'Votes': 21, 'VotersIDs': ['18'], 'IsUserRecommentaion': True, 'RecommenderID': ''}], 'EnableUserRecommendation': False}"
